id,food_cd,group_name,food_name,research_year,maker_name,ref_name,serving_size,calorie,carbohydrate,protein,province,sugars,salt,cholesterol,saturated_fatty_acids,trans_fat
6231,D016808,빵류,브라우니 쿠키샌드,2019,뚜레쥬르,식약처('19),56,266.0,0.0,4.0,0.0,21.0,141.0,0.0,8.0,0.0
6232,D016809,빵류,띠띠뽀의 기차마을,2019,뚜레쥬르,식약처('19),770,3095.0,0.0,5.0,0.0,26.0,160.0,0.0,13.0,0.0
6233,D016810,빵류,클래식 롤케이크,2019,뚜레쥬르,식약처('19),100,360.0,0.0,6.0,0.0,30.0,250.0,0.0,7.0,0.0
6234,D016811,빵류,클래식 딸기잼 롤케이크,2019,뚜레쥬르,식약처('19),100,315.0,0.0,6.0,0.0,28.0,260.0,0.0,2.1,0.0
6235,D016812,빵류,블루베리 더블크림 롤케이크,2019,뚜레쥬르,식약처('19),100,385.0,0.0,6.0,0.0,28.0,280.0,0.0,9.0,0.0
6236,D016813,빵류,그랑드카페모카 롤케이크,2019,뚜레쥬르,식약처('19),100,375.0,0.0,6.0,0.0,28.0,260.0,0.0,9.0,0.0
6237,D016814,빵류,더블초코 롤케이크,2019,뚜레쥬르,식약처('19),100,383.0,0.0,7.0,0.0,30.0,141.0,0.0,3.3,0.0
6238,D016815,빵류,제주첫물녹차 롤케이크,2019,뚜레쥬르,식약처('19),100,365.0,0.0,6.0,0.0,30.0,240.0,0.0,8.0,0.0
6239,D016816,빵류,허니월넛 롤케이크,2019,뚜레쥬르,식약처('19),100,390.0,0.0,7.0,0.0,25.0,290.0,0.0,8.0,0.0
6240,D016817,빵류,달콤 밤만주,2019,뚜레쥬르,식약처('19),54,171.0,0.0,4.0,0.0,16.0,54.0,0.0,1.1,0.0
6241,D016818,빵류,우리 유자 카스테라,2019,뚜레쥬르,식약처('19),100,310.0,0.0,7.0,0.0,35.0,102.0,0.0,0.8,0.0
6242,D016819,빵류,생크림케이크1호B,2019,뚜레쥬르,식약처('19),460,1345.0,0.0,21.0,0.0,90.0,470.0,0.0,45.0,0.0
6243,D016820,빵류,생크림케이크1호D,2019,뚜레쥬르,식약처('19),547,1460.0,0.0,23.0,0.0,107.0,480.0,0.0,47.0,0.0
6244,D016821,빵류,생크림케이크2호C,2019,뚜레쥬르,식약처('19),778,2155.0,0.0,32.0,0.0,145.0,680.0,0.0,72.0,0.0
6245,D016822,빵류,클래식 파운드,2019,뚜레쥬르,식약처('19),100,450.0,0.0,6.0,0.0,25.0,217.0,0.0,13.0,0.0
6246,D016823,빵류,호두 파운드,2019,뚜레쥬르,식약처('19),100,484.0,0.0,7.0,0.0,23.0,223.0,0.0,13.0,0.0
6247,D016824,빵류,클래식 카스테라,2019,뚜레쥬르,식약처('19),100,306.0,0.0,8.0,0.0,39.0,189.0,0.0,2.2,0.0
6248,D016825,빵류,제주 첫물녹차 카스테라,2019,뚜레쥬르,식약처('19),100,296.0,0.0,8.0,0.0,36.0,194.0,0.0,2.2,0.0
6249,D016826,빵류,생크림케이크3호B,2019,뚜레쥬르,식약처('19),889,2570.0,0.0,40.0,0.0,168.0,880.0,0.0,88.0,0.0
6250,D016827,빵류,생크림케이크3호C,2019,뚜레쥬르,식약처('19),970,2650.0,0.0,41.0,0.0,195.0,900.0,0.0,84.0,0.0
6251,D016828,빵류,초코쉬폰2호B,2019,뚜레쥬르,식약처('19),638,2185.0,0.0,26.0,0.0,167.0,730.0,0.0,76.0,0.0
6252,D016829,빵류,그린티쉬폰2호B,2019,뚜레쥬르,식약처('19),698,2115.0,0.0,25.0,0.0,118.0,610.0,0.0,83.0,0.0
6253,D016830,빵류,블루베리쉬폰2호B,2019,뚜레쥬르,식약처('19),705,2220.0,0.0,25.0,0.0,142.0,610.0,0.0,87.0,0.0
6254,D016831,빵류,초코생크림케이크1호,2019,뚜레쥬르,식약처('19),556,1620.0,0.0,21.0,0.0,133.0,590.0,0.0,49.0,0.0
6255,D016832,빵류,초코생크림케이크2호,2019,뚜레쥬르,식약처('19),798,2315.0,0.0,31.0,0.0,190.0,870.0,0.0,68.0,0.0
6256,D016833,빵류,블루베리하트케이크,2019,뚜레쥬르,식약처('19),619,1970.0,0.0,23.0,0.0,119.0,300.0,0.0,72.0,0.0
6257,D016834,빵류,생크림케이크2호A,2019,뚜레쥬르,식약처('19),719,2000.0,0.0,32.0,0.0,135.0,680.0,0.0,65.0,0.0
6258,D016835,빵류,생크림케이크3호A,2019,뚜레쥬르,식약처('19),973,2710.0,0.0,42.0,0.0,183.0,900.0,0.0,90.0,0.0
6259,D016836,빵류,초코쉬폰2호A,2019,뚜레쥬르,식약처('19),616,2090.0,0.0,26.0,0.0,123.0,660.0,0.0,80.0,0.0
6260,D016837,빵류,그린티쉬폰2호A,2019,뚜레쥬르,식약처('19),664,2045.0,0.0,26.0,0.0,122.0,660.0,0.0,75.0,0.0
6261,D016838,빵류,블루베리쉬폰2호A,2019,뚜레쥬르,식약처('19),667,2015.0,0.0,25.0,0.0,168.0,650.0,0.0,72.0,0.0
6262,D016839,빵류,초코생크림케이크3호,2019,뚜레쥬르,식약처('19),1019,3090.0,0.0,42.0,0.0,251.0,1170.0,0.0,92.0,0.0
6263,D016840,빵류,요거딸기생크림케이크,2019,뚜레쥬르,식약처('19),717,1930.0,0.0,26.0,0.0,135.0,670.0,0.0,60.0,0.0
6264,D016841,빵류,순매직베리케이크,2019,뚜레쥬르,식약처('19),921,2660.0,0.0,32.0,0.0,99.0,820.0,0.0,97.0,0.0
6265,D016842,빵류,순매직딸기케이크,2019,뚜레쥬르,식약처('19),1022,2570.0,0.0,24.0,0.0,141.0,410.0,0.0,116.0,0.0
6266,D016843,빵류,스윗소원상자,2019,뚜레쥬르,식약처('19),622,1485.0,0.0,23.0,0.0,117.0,450.0,0.0,40.0,0.0
6267,D016844,빵류,티라미수 타르트,2019,뚜레쥬르,식약처('19),40,155.0,0.0,3.0,0.0,8.0,95.0,0.0,4.6,0.0
6268,D016845,빵류,유자 치즈 케이크,2019,뚜레쥬르,식약처('19),800,2315.0,0.0,42.0,0.0,164.0,980.0,0.0,75.0,0.0
6269,D016846,빵류,진한 치즈 & 달콤한 고구마 케이크,2019,뚜레쥬르,식약처('19),79,220.0,0.0,3.0,0.0,15.0,100.0,0.0,8.0,0.0
6270,D016847,빵류,클라우드 쉬폰,2019,뚜레쥬르,식약처('19),89,260.0,0.0,6.0,0.0,21.0,85.0,0.0,7.0,0.0
6271,D016848,과자류,더블초코마카롱,2019,뚜레쥬르,식약처('19),25,110.0,0.0,1.0,0.0,9.0,15.0,0.0,3.3,0.0
6272,D016849,과자류,솔티드카라멜마카롱,2019,뚜레쥬르,식약처('19),25,105.0,0.0,1.0,0.0,10.0,25.0,0.0,3.1,0.0
6273,D016850,빵류,행복하면 돼지,2019,뚜레쥬르,식약처('19),542,1630.0,0.0,19.0,0.0,130.0,560.0,0.0,50.0,0.0
6274,D016851,빵류,까망쿠키 치즈케이크,2019,뚜레쥬르,식약처('19),80,300.0,0.0,4.0,0.0,17.0,150.0,0.0,9.0,0.0
6275,D016852,빵류,쇼콜라갸또(조각),2019,뚜레쥬르,식약처('19),82,285.0,0.0,4.0,0.0,21.0,210.0,0.0,9.0,0.0
6276,D016853,빵류,순우유딸기무스(조각),2019,뚜레쥬르,식약처('19),66,155.0,0.0,1.0,0.0,10.0,60.0,0.0,1.2,0.0
6277,D016854,빵류,스트로베리 치즈 스퀘어,2019,뚜레쥬르,식약처('19),646,1555.0,0.0,23.0,0.0,106.0,490.0,0.0,54.0,0.0
6278,D016855,빵류,골든애플롤,2019,뚜레쥬르,식약처('19),100,355.0,0.0,6.0,0.0,28.0,220.0,0.0,6.0,0.0
6279,D016856,과자류,몽블랑 마카롱,2019,뚜레쥬르,식약처('19),23,85.0,0.0,1.0,0.0,10.0,5.0,0.0,2.2,0.0
6280,D016857,과자류,티라미수 마카롱,2019,뚜레쥬르,식약처('19),25,100.0,0.0,1.0,0.0,8.0,20.0,0.0,4.1,0.0
6281,D016858,빵류,수플레치즈타임,2019,뚜레쥬르,식약처('19),175,519.0,0.0,27.0,0.0,48.0,179.0,0.0,3.0,0.0
6282,D016859,빵류,즐거운 초코바나나 케이크,2019,뚜레쥬르,식약처('19),63,225.0,0.0,2.0,0.0,16.0,90.0,0.0,7.0,0.0
6283,D016860,빵류,초코 골드 레이어 케이크,2019,뚜레쥬르,식약처('19),58,220.0,0.0,3.0,0.0,11.0,60.0,0.0,8.0,0.0
6284,D016861,빵류,촉촉한초코타임,2019,뚜레쥬르,식약처('19),195,913.0,0.0,12.0,0.0,96.0,255.0,0.0,21.0,0.0
6285,D016862,빵류,행복한 플라워하트 케이크,2019,뚜레쥬르,식약처('19),55,205.0,0.0,2.0,0.0,10.0,60.0,0.0,8.0,0.0
6286,D016864,빵류,스윗마들렌(마들렌),2019,뚜레쥬르,식약처('19),60,72.0,0.0,1.0,0.0,0.0,17.0,0.0,4.0,0.0
6287,D016865,빵류,스윗마들렌(레드벨벳마들렌),2019,뚜레쥬르,식약처('19),15,71.0,0.0,1.0,0.0,0.0,16.0,0.0,4.0,0.0
6288,D016866,빵류,스윗마들렌(초코마들렌),2019,뚜레쥬르,식약처('19),15,72.0,0.0,1.0,0.0,0.0,19.0,0.0,4.0,0.0
6289,D016867,빵류,크림치즈타르트,2019,뚜레쥬르,식약처('19),40,190.0,0.0,3.0,0.0,6.0,70.0,0.0,7.0,0.0
6290,D016868,빵류,쁘띠 복숭아 케이크,2019,뚜레쥬르,식약처('19),136,350.0,0.0,5.0,0.0,32.0,180.0,0.0,8.0,0.0
6291,D016869,빵류,쁘띠 한라봉&오렌지 케이크,2019,뚜레쥬르,식약처('19),145,355.0,0.0,5.0,0.0,31.0,160.0,0.0,8.0,0.0
6292,D016870,빵류,오! 해피 한라봉&오렌지 케이크,2019,뚜레쥬르,식약처('19),75,185.0,0.0,3.0,0.0,16.0,75.0,0.0,4.7,0.0
6293,D016871,빵류,클라우드 스트로베리 치즈케이크,2019,뚜레쥬르,식약처('19),77,315.0,0.0,3.0,0.0,34.0,110.0,0.0,8.0,0.0
6294,D016872,빵류,쇼콜라 갸또,2019,뚜레쥬르,식약처('19),71,265.0,0.0,3.0,0.0,15.0,105.0,0.0,8.0,0.0
6295,D016873,빵류,트윙클 초코별 케이크,2019,뚜레쥬르,식약처('19),71,270.0,0.0,3.0,0.0,15.0,110.0,0.0,8.0,0.0
6296,D016874,빵류,더블 초코 스퀘어,2019,뚜레쥬르,식약처('19),67,240.0,0.0,3.0,0.0,16.0,90.0,0.0,8.0,0.0
6297,D016875,빵류,러브 브라우니 초코케이크,2019,뚜레쥬르,식약처('19),62,245.0,0.0,3.0,0.0,14.0,90.0,0.0,8.0,0.0
6298,D016876,빵류,고구마 케이크 1호,2019,뚜레쥬르,식약처('19),78,180.0,0.0,3.0,0.0,12.0,50.0,0.0,6.0,0.0
6299,D016877,빵류,고구마 케이크 2호,2019,뚜레쥬르,식약처('19),77,180.0,0.0,3.0,0.0,11.0,45.0,0.0,6.0,0.0
6300,D016878,빵류,고구마 케이크 3호,2019,뚜레쥬르,식약처('19),73,165.0,0.0,3.0,0.0,11.0,45.0,0.0,6.0,0.0
6301,D016879,빵류,엔젤 프레즈 쉬폰,2019,뚜레쥬르,식약처('19),73,385.0,0.0,2.0,0.0,14.0,65.0,0.0,5.0,0.0
6302,D016880,빵류,모찌모찌 그린티,2019,뚜레쥬르,식약처('19),65,250.0,0.0,3.0,0.0,13.0,105.0,0.0,8.0,0.0
6303,D016881,과자류,마카롱 판타지아,2019,뚜레쥬르,식약처('19),56,225.0,0.0,2.0,0.0,12.0,75.0,0.0,8.0,0.0
6304,D016882,빵류,케이크속에순우유 (조각),2019,뚜레쥬르,식약처('19),71,205.0,0.0,3.0,0.0,15.0,80.0,0.0,8.0,0.0
6305,D016883,빵류,쇼콜라더롤라운드케이크,2019,뚜레쥬르,식약처('19),76,295.0,0.0,4.0,0.0,17.0,60.0,0.0,12.0,0.0
6306,D016884,빵류,커피향가득한카페티라미수,2019,뚜레쥬르,식약처('19),69,145.0,0.0,2.0,0.0,8.0,60.0,0.0,5.0,0.0
6307,D016885,빵류,정말 진한 순치즈 케이크,2019,뚜레쥬르,식약처('19),74,225.0,0.0,3.0,0.0,15.0,130.0,0.0,10.0,0.0
6308,D016886,빵류,티라미수롤,2019,뚜레쥬르,식약처('19),100,330.0,0.0,6.0,0.0,23.0,195.0,0.0,7.0,0.0
6309,D016887,빵류,곰돌이와함께하는파티케이크,2019,뚜레쥬르,식약처('19),54,225.0,0.0,2.0,0.0,14.0,45.0,0.0,8.0,0.0
6310,D016888,빵류,클래식치즈케이크3호,2019,뚜레쥬르,식약처('19),70,190.0,0.0,4.0,0.0,12.0,150.0,0.0,7.0,0.0
6311,D016889,빵류,마스카포네티라미수,2019,뚜레쥬르,식약처('19),72,215.0,0.0,4.0,0.0,9.0,25.0,0.0,6.0,0.0
6312,D016890,빵류,아이스박스케이크,2019,뚜레쥬르,식약처('19),72,270.0,0.0,3.0,0.0,12.0,115.0,0.0,12.0,0.0
6313,D016891,빵류,케이크속에순우유,2019,뚜레쥬르,식약처('19),79,250.0,0.0,4.0,0.0,15.0,90.0,0.0,10.0,0.0
6314,D016892,빵류,고구마티라미스를만나다,2019,뚜레쥬르,식약처('19),77,230.0,0.0,3.0,0.0,15.0,65.0,0.0,9.0,0.0
6315,D016893,빵류,클래식녹차케이크(대),2019,뚜레쥬르,식약처('19),62,245.0,0.0,3.0,0.0,13.0,100.0,0.0,8.0,0.0
6316,D016894,빵류,사랑을전하는가나슈케익,2019,뚜레쥬르,식약처('19),64,250.0,0.0,6.0,0.0,16.0,120.0,0.0,7.0,0.0
6317,D016895,빵류,달콤화이트초코케익3호,2019,뚜레쥬르,식약처('19),66,240.0,0.0,3.0,0.0,12.0,90.0,0.0,8.0,0.0
6318,D016896,빵류,순우유딸기무스,2019,뚜레쥬르,식약처('19),77,195.0,0.0,3.0,0.0,17.0,75.0,0.0,1.7,0.0
6319,D016897,빵류,스위트러브초코,2019,뚜레쥬르,식약처('19),60,230.0,0.0,2.0,0.0,14.0,80.0,0.0,8.0,0.0
6320,D016898,빵류,호두파이,2019,뚜레쥬르,식약처('19),66,275.0,0.0,6.0,0.0,15.0,65.0,0.0,4.4,0.0
6321,D016899,빵류,진한초코케이크,2019,뚜레쥬르,식약처('19),67,185.0,0.0,2.0,0.0,14.0,70.0,0.0,4.9,0.0
6322,D016900,빵류,생크림케이크5호B,2019,뚜레쥬르,식약처('19),70,195.0,0.0,3.0,0.0,13.0,65.0,0.0,7.0,0.0
6323,D016901,빵류,티라미슈B,2019,뚜레쥬르,식약처('19),75,215.0,0.0,3.0,0.0,16.0,75.0,0.0,7.0,0.0
6324,D016902,빵류,딸기티라미슈A,2019,뚜레쥬르,식약처('19),73,205.0,0.0,3.0,0.0,15.0,100.0,0.0,6.0,0.0
6325,D016903,빵류,클래식치즈케이크1호,2019,뚜레쥬르,식약처('19),78,165.0,0.0,4.0,0.0,10.0,140.0,0.0,6.0,0.0
6326,D016904,빵류,생크림케이크 6호B,2019,뚜레쥬르,식약처('19),72,195.0,0.0,3.0,0.0,13.0,65.0,0.0,6.0,0.0
6327,D016905,빵류,생크림케이크4호E,2019,뚜레쥬르,식약처('19),73,190.0,0.0,3.0,0.0,14.0,70.0,0.0,5.0,0.0
6328,D016906,빵류,"생크림2단케익(5호,3호)",2019,뚜레쥬르,식약처('19),70,220.0,0.0,4.0,0.0,15.0,75.0,0.0,7.0,0.0
6329,D016907,빵류,달콤화이트초코케이크5호,2019,뚜레쥬르,식약처('19),71,240.0,0.0,4.0,0.0,23.0,95.0,0.0,4.8,0.0
6330,D016908,빵류,러브스트로베리케이크,2019,뚜레쥬르,식약처('19),61,235.0,0.0,2.0,0.0,14.0,75.0,0.0,8.0,0.0
6331,D016909,빵류,하트앤하트케이크,2019,뚜레쥬르,식약처('19),47,225.0,0.0,2.0,0.0,15.0,65.0,0.0,8.0,0.0
6332,D016910,빵류,러브앤초코케이크,2019,뚜레쥬르,식약처('19),66,250.0,0.0,3.0,0.0,15.0,95.0,0.0,8.0,0.0
6333,D016911,빵류,로맨틱홀리데이,2019,뚜레쥬르,식약처('19),68,265.0,0.0,3.0,0.0,14.0,90.0,0.0,8.0,0.0
6334,D016912,빵류,클래식녹차케이크,2019,뚜레쥬르,식약처('19),56,285.0,0.0,3.0,0.0,14.0,80.0,0.0,8.0,0.0
6335,D016913,빵류,달콤밀크초코케익4호,2019,뚜레쥬르,식약처('19),69,225.0,0.0,3.0,0.0,14.0,115.0,0.0,6.0,0.0
6336,D016914,빵류,생크림케이크6호A,2019,뚜레쥬르,식약처('19),72,195.0,0.0,3.0,0.0,12.0,65.0,0.0,7.0,0.0
6337,D016915,빵류,생크림케이크5호A,2019,뚜레쥬르,식약처('19),72,190.0,0.0,3.0,0.0,14.0,65.0,0.0,6.0,0.0
6338,D016916,빵류,생크림케이크4호C,2019,뚜레쥬르,식약처('19),70,195.0,0.0,3.0,0.0,12.0,65.0,0.0,6.0,0.0
6339,D016917,빵류,생크림케이크4호A,2019,뚜레쥬르,식약처('19),70,200.0,0.0,3.0,0.0,13.0,70.0,0.0,6.0,0.0
6340,D016918,빵류,다크초코스퀘어,2019,뚜레쥬르,식약처('19),59,225.0,0.0,3.0,0.0,16.0,100.0,0.0,7.0,0.0
6341,D016919,빵류,우리쌀케익,2019,뚜레쥬르,식약처('19),55,265.0,0.0,4.0,0.0,4.0,95.0,0.0,8.0,0.0
6342,D016920,빵류,카페플라워,2019,뚜레쥬르,식약처('19),73,245.0,0.0,3.0,0.0,17.0,655.0,0.0,7.0,0.0
6343,D016921,빵류,천사가전하는달콤초코하트케이크,2019,뚜레쥬르,식약처('19),60,225.0,0.0,3.0,0.0,17.0,75.0,0.0,8.0,0.0
6344,D016922,빵류,하트를듬뿍담은쇼콜라스퀘어,2019,뚜레쥬르,식약처('19),71,260.0,0.0,4.0,0.0,17.0,130.0,0.0,7.0,0.0
6345,D016923,빵류,초코패밀리케익5호,2019,뚜레쥬르,식약처('19),70,275.0,0.0,4.0,0.0,18.0,120.0,0.0,8.0,0.0
6346,D016924,빵류,클래식녹차케이크 피스,2019,뚜레쥬르,식약처('19),60,240.0,0.0,3.0,0.0,13.0,105.0,0.0,8.0,0.0
6347,D016925,빵류,정말진한초코케이크피스,2019,뚜레쥬르,식약처('19),85,235.0,0.0,3.0,0.0,18.0,90.0,0.0,7.0,0.0
6348,D016926,빵류,고구마케이크(조각),2019,뚜레쥬르,식약처('19),115,315.0,0.0,4.0,0.0,30.0,75.0,0.0,8.0,0.0
6349,D016927,빵류,클래식치즈케이크(조각),2019,뚜레쥬르,식약처('19),77,210.0,0.0,5.0,0.0,14.0,210.0,0.0,8.0,0.0
6350,D016928,빵류,초코티라미수(조각),2019,뚜레쥬르,식약처('19),85,265.0,0.0,4.0,0.0,16.0,170.0,0.0,11.0,0.0
6351,D016929,빵류,마스카포네티라미수피스,2019,뚜레쥬르,식약처('19),73,220.0,0.0,4.0,0.0,8.0,25.0,0.0,7.0,0.0
6352,D016930,빵류,6호 3단 웨딩케익,2019,뚜레쥬르,식약처('19),59,240.0,0.0,3.0,0.0,13.0,80.0,0.0,8.0,0.0
6353,D016931,빵류,디어마이프린세스,2019,뚜레쥬르,식약처('19),56,230.0,0.0,3.0,0.0,13.0,75.0,0.0,8.0,0.0
6354,D016932,빵류,6호 3단 화이트케이크,2019,뚜레쥬르,식약처('19),61,255.0,0.0,3.0,0.0,16.0,80.0,0.0,8.0,0.0
6355,D016933,빵류,6호2단화이트케이크(다리포함),2019,뚜레쥬르,식약처('19),60,245.0,0.0,3.0,0.0,13.0,85.0,0.0,8.0,0.0
6356,D016934,빵류,6호 2단 화이트케이크,2019,뚜레쥬르,식약처('19),60,245.0,0.0,3.0,0.0,13.0,85.0,0.0,8.0,0.0
6357,D016935,빵류,new 6호 3단 화이트케이크(다리포함),2019,뚜레쥬르,식약처('19),64,260.0,0.0,3.0,0.0,18.0,85.0,0.0,8.0,0.0
6358,D016936,빵류,5호 2단 초콜릿 케이크,2019,뚜레쥬르,식약처('19),71,260.0,0.0,3.0,0.0,15.0,110.0,0.0,8.0,0.0
6359,D016937,빵류,뚜레쥬르 휭거마드레느,2019,뚜레쥬르,식약처('19),13,60.0,0.0,1.0,0.0,2.0,20.0,0.0,1.8,0.0
6360,D016938,과자류,바닐라마카롱,2019,뚜레쥬르,식약처('19),17,85.0,0.0,1.0,0.0,9.0,10.0,0.0,1.5,0.0
6361,D016939,과자류,패션마카롱,2019,뚜레쥬르,식약처('19),17,70.0,0.0,1.0,0.0,8.0,10.0,0.0,1.1,0.0
6362,D016940,과자류,산딸기마카롱,2019,뚜레쥬르,식약처('19),17,75.0,0.0,1.0,0.0,9.0,10.0,0.0,1.3,0.0
6363,D016941,과자류,블루베리마카롱,2019,뚜레쥬르,식약처('19),17,70.0,0.0,1.0,0.0,7.0,10.0,0.0,0.8,0.0
6364,D016942,과자류,녹차마카롱,2019,뚜레쥬르,식약처('19),17,90.0,0.0,1.0,0.0,8.0,10.0,0.0,2.3,0.0
6365,D016943,과자류,초코마카롱,2019,뚜레쥬르,식약처('19),17,85.0,0.0,1.0,0.0,8.0,10.0,0.0,2.1,0.0
6366,D016944,빵류,부드럽고촉촉한고구마케이크,2019,뚜레쥬르,식약처('19),75,231.0,0.0,5.0,0.0,22.0,80.0,0.0,2.2,0.0
6367,D016945,빵류,부드럽고촉촉한치즈케이크,2019,뚜레쥬르,식약처('19),70,245.0,0.0,4.0,0.0,18.0,86.0,0.0,4.1,0.0
6368,D016946,빵류,미니호두파이,2019,뚜레쥬르,식약처('19),110,490.0,0.0,10.0,0.0,21.0,105.0,0.0,8.0,0.0
6369,D016947,빵류,녹차카스테라,2019,뚜레쥬르,식약처('19),50,140.0,0.0,3.0,0.0,18.0,35.0,0.0,0.8,0.0
6370,D016948,빵류,허니 카스테라,2019,뚜레쥬르,식약처('19),50,140.0,0.0,3.0,0.0,19.0,35.0,0.0,0.8,0.0
6371,D016949,빵류,부드러운 카스테라,2019,뚜레쥬르,식약처('19),95,320.0,0.0,11.0,0.0,30.0,50.0,0.0,3.4,0.0
6372,D016950,빵류,베이비슈,2019,뚜레쥬르,식약처('19),36,95.0,0.0,1.0,0.0,4.0,15.0,0.0,4.4,0.0
6373,D016951,빵류,한컵의부드러움초코쉬폰,2019,뚜레쥬르,식약처('19),60,200.0,0.0,4.0,0.0,17.0,130.0,0.0,2.2,0.0
6374,D016952,빵류,한컵의부드러움우유쉬폰,2019,뚜레쥬르,식약처('19),60,205.0,0.0,4.0,0.0,15.0,115.0,0.0,1.9,0.0
6375,D016953,빵류,쁘띠치즈머핀,2019,뚜레쥬르,식약처('19),70,290.0,0.0,5.0,0.0,11.0,80.0,0.0,8.0,0.0
6376,D016954,빵류,쁘띠초코머핀,2019,뚜레쥬르,식약처('19),70,260.0,0.0,4.0,0.0,19.0,120.0,0.0,8.0,0.0
6377,D016955,빵류,휭거마드레느(낱개),2019,뚜레쥬르,식약처('19),13,60.0,0.0,1.0,0.0,2.0,20.0,0.0,1.8,0.0
6378,D016956,빵류,리얼브라우니,2019,뚜레쥬르,식약처('19),100,325.0,0.0,5.0,0.0,28.0,95.0,0.0,10.0,0.0
6379,D016957,빵류,떠먹는 쁘띠 티라미수,2019,뚜레쥬르,식약처('19),99,325.0,0.0,4.0,0.0,16.0,70.0,0.0,15.0,0.0
6380,D016958,빵류,맛있게 뜯어먹는 순우유 쉬폰,2019,뚜레쥬르,식약처('19),62,200.0,0.0,4.0,0.0,17.0,120.0,0.0,1.8,0.0
6381,D016959,빵류,BBQ 치킨 치아바타,2019,뚜레쥬르,식약처('19),192,605.0,0.0,19.0,0.0,8.0,700.0,0.0,11.0,0.0
6382,D016960,빵류,쉬림프카츠 샌드위치,2019,뚜레쥬르,식약처('19),220,435.0,0.0,13.0,0.0,7.0,690.0,0.0,1.9,0.0
6383,D016961,빵류,추억의 옛날토스트,2019,뚜레쥬르,식약처('19),151,390.0,0.0,11.0,0.0,13.0,640.0,0.0,8.0,0.0
6384,D016962,빵류,프리미엄 매콤 치킨버거,2019,뚜레쥬르,식약처('19),170,480.0,0.0,17.0,0.0,2.0,640.0,0.0,3.1,0.0
6385,D016963,빵류,통밀 크랜베리치킨 샌드위치,2019,뚜레쥬르,식약처('19),130,290.0,0.0,14.0,0.0,9.0,430.0,0.0,2.8,0.0
6386,D016964,빵류,단호박 새송이 샌드위치,2019,뚜레쥬르,식약처('19),250,400.0,0.0,10.0,0.0,10.0,480.0,0.0,3.6,0.0
6387,D016965,빵류,크랜베리치킨패스트리,2019,뚜레쥬르,식약처('19),204,445.0,0.0,25.0,0.0,9.0,680.0,0.0,12.0,0.0
6388,D016966,빵류,치즈어니언치킨샌드위치,2019,뚜레쥬르,식약처('19),123,290.0,0.0,13.0,0.0,3.0,510.0,0.0,5.0,0.0
6389,D016967,빵류,단호박 호두강정 샌드위치,2019,뚜레쥬르,식약처('19),128,305.0,0.0,6.0,0.0,16.0,310.0,0.0,2.9,0.0
6390,D016968,빵류,통밀 크랜베리치킨 & 단호박 호두강정 샌드위치,2019,뚜레쥬르,식약처('19),129,295.0,0.0,10.0,0.0,12.0,360.0,0.0,2.9,0.0
6391,D016969,빵류,단호박 호두강정 & 뉴통밀후레쉬 샌드위치,2019,뚜레쥬르,식약처('19),216,300.0,0.0,8.0,0.0,13.0,430.0,0.0,3.7,0.0
6392,D016970,빵류,크랜베리치킨 & 아삭햄치즈 패스트리,2019,뚜레쥬르,식약처('19),208,450.0,0.0,19.0,0.0,9.0,730.0,0.0,14.0,0.0
6393,D016971,빵류,베이컨에그브리오쉬,2019,뚜레쥬르,식약처('19),135,355.0,0.0,14.0,0.0,7.0,740.0,0.0,7.0,0.0
6394,D016972,빵류,스크램블에그브리오쉬,2019,뚜레쥬르,식약처('19),122,285.0,0.0,10.0,0.0,6.0,520.0,0.0,6.0,0.0
6395,D016973,빵류,그릴드 떡갈비 샌드위치,2019,뚜레쥬르,식약처('19),193,295.0,0.0,12.0,0.0,4.0,700.0,0.0,20.0,0.0
6396,D016974,빵류,브레드 브륄레,2019,뚜레쥬르,식약처('19),243,653.0,0.0,16.0,0.0,52.0,810.0,0.0,12.0,0.0
6397,D016975,빵류,햄치즈 토스트,2019,뚜레쥬르,식약처('19),249,595.0,0.0,31.0,0.0,13.0,1230.0,0.0,11.0,0.0
6398,D016976,빵류,치킨 클럽 퀘사디아,2019,뚜레쥬르,식약처('19),216,520.0,0.0,18.0,0.0,14.0,1180.0,0.0,10.0,0.0
6399,D016977,빵류,치킨텐더 밸런스 랩,2019,뚜레쥬르,식약처('19),233,545.0,0.0,16.0,0.0,4.0,860.0,0.0,6.0,0.0
6400,D016978,빵류,담백한 프로슈토 샌드위치,2019,뚜레쥬르,식약처('19),176,400.0,0.0,21.0,0.0,4.0,970.0,0.0,4.0,0.0
6401,D016979,빵류,신선한 바질페스토 샌드위치,2019,뚜레쥬르,식약처('19),84,240.0,0.0,11.0,0.0,1.0,340.0,0.0,4.7,0.0
6402,D016980,빵류,바질치킨 통밀 샌드위치,2019,뚜레쥬르,식약처('19),180,375.0,0.0,12.0,0.0,12.0,500.0,0.0,4.3,0.0
6403,D016981,빵류,브리치즈 크라상 샌드위치,2019,뚜레쥬르,식약처('19),101,320.0,0.0,13.0,0.0,5.0,630.0,0.0,8.0,0.0
6404,D016982,빵류,싱그러운 치킨텐더 그린 랩,2019,뚜레쥬르,식약처('19),270,500.0,0.0,19.0,0.0,5.0,790.0,0.0,8.0,0.0
